公司中文名称,年份,"流动资产周转率
[报告期] 2008年报
[单位] 次","应收账款周转率
[报告期] 2008年报
[单位] 次","财务费用
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元",产权比率,"流动比率
[报告期] 2008年报","速动比率
[报告期] 2008年报","现金比率
[报告期] 2008年报","经营活动现金净流量(TTM)
[报告期] 2008年报
[单位] 元","流动负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2008年报
[单位] %","利润总额(TTM)
[报告期] 2008年报
[单位] 元","非流动负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2008年报
[单位] 元","长期资本负债率
[报告期] 2008年报
[单位] %","现金流量利息保障倍数
[报告期] 2008年报","负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2008年报
[单位] %","总资产报酬率ROA
[报告期] 2008年报
[单位] %","主营业务成本
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2008年报
[单位] %","存货周转率
[报告期] 2008年报
[单位] 次","营运资本周转率
[报告期] 2008年报
[单位] 次","非流动资产周转率
[报告期] 2008年报
[单位] 次","总资产周转率
[报告期] 2008年报
[单位] 次","成本费用利润率
[报告期] 2008年报
[单位] %","营业收入(同比增长率)
[报告期] 2008年报
[单位] %","总资产(同比增长率)
[报告期] 2008年报
[单位] %","大股东持股比例
[日期] 2009-03-01
[大股东排名] 第1名
[单位] 1%","无形资产
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2008年报
[单位] 元"
金杯汽车股份有限公司,2016,0.59,3.43,179493179.8,4801502285,16.04,0.99,0.92,0.64,480233229.1,8536961438,94.13,74987203.11,2165973494,667238866.8,194126100.7,96.77,1.88,10702934932,1.56,2.51,4100147930,45249018.16,-288.34,5.23,,1.85,0.45,0.02,3.52,13.22,24.38,366142670.9,11370173798,708867.45
厦门金龙汽车集团股份有限公司,2016,0.98,1.8,-79201743.48,21827961682,4.66,1.22,1.14,0.3,-1716646726,18135168484,82.35,-1759720521,2607566620,4447185649,55942634.17,42.22,-14.79,20742735104,-8.06,-6.74,19884954687,120939112.7,-20.14,8.68,4.76,7.38,0.86,-8.42,-18.66,-0.75,29.12,285234754.3,25189920753,-1894403506
湖南天雁机械股份有限公司,2016,0.6,2.53,6752171.88,561761122.5,1.08,1.62,1.41,0.97,3309511.52,650461254.8,51.83,10117870.83,61213779.93,661319804.9,6405747.15,8.47,0.35,711675034.7,1.8,1.32,438278976.6,6108957.55,1.51,3.21,1.45,1.75,0.45,1.81,26.27,21.62,31.43,8923260.39,1372994840,9996272.98
宁波均胜电子股份有限公司,2016,1.44,6.73,510351966.2,18552409200,1.69,1.57,1.32,0.83,673689474,11944920888,62.82,809488689.7,11442898260,13844751688,497465749.3,47.39,1.31,23387819148,4.36,5.37,15055792238,26741914.26,3.57,7.22,4.51,1.62,0.76,3.8,129.54,226.33,33.56,2338188312,37232570836,675355826.7
华域汽车系统股份有限公司,2016,2.17,6.24,-105171830.7,1.24E+11,1.35,1.31,1.17,0.66,11375286830,51728705582,57.4,9860781844,10039355774,45843652124,-119830607.3,20.86,44.21,61768061356,7.93,10.46,1.06E+11,548845707.5,15.95,16.59,10.05,3.47,1.34,7.29,17.82,18.28,58.32,2600113326,1.08E+11,8582326895
长春一汽富维汽车零部件股份有限公司,2016,3.01,22.54,4146861.01,11992482217,0.71,1.53,1.18,0.86,880946324.5,3078787572,41.38,566015545.6,380768977,4900389283,1278182.13,8.15,46.46,3459556549,4.72,7.33,11208718681,42672925.2,9.96,10.94,9.15,3.19,1.55,4.47,21.58,17.31,20.14,209053964.3,8359945832,525402430.4
爱柯迪股份有限公司,2016,1.61,4.87,-43967584.41,1812449891,0.37,3.48,2.68,1.33,551992914.2,386384506.1,27.17,641465674.7,323204493,1902304184,-578272.37,14.87,,709588999.1,35.39,29.04,1046077583,20640108.8,26.1,3.82,2.18,1.68,0.82,40.87,23.66,44.91,40.6,211588238.3,2611893183,486560211.3
渤海汽车系统股份有限公司,2016,0.61,5.07,25015662.77,1768751448,0.54,1.82,1.64,1.24,199611687.2,2111529621,35.06,154772839.9,236026859.6,4348303796,34949693.84,5.22,4.24,2347556481,8.75,3.91,1342086881,26097650.26,2.75,3.41,1.16,0.91,0.36,8.94,20.23,88.21,23.04,220355693.4,6695860277,142585448
重庆小康工业集团股份有限公司,2016,1.66,43.71,31223587.42,16192433346,3.34,0.9,0.82,0.76,1145904173,14169122809,76.94,778432447.8,1093032804,4573526792,27142707.55,22.11,12.84,15262155613,4.81,4.99,13060801178,507065517.4,13.34,14.43,,2.54,1,4.24,53.42,59.47,62.6,1262481592,19835682405,635095097.9
广州汽车集团股份有限公司,2016,1.57,52.37,306475405,49417676151,0.83,1.44,1.34,0.99,5498358276,24321716740,45.38,7050717052,12931063474,44839438650,344307923,22.79,5.91,37252780214,14.27,9.91,39558354448,1518835313,14.36,17.9,4.94,1.15,0.66,13.69,67.98,22.22,60.63,4951865322,82092218864,6296375540
长城汽车股份有限公司,2016,2.09,164.91,-3858556.4,98443665116,0.95,1.25,1.11,0.97,8835406234,43252239792,48.7,12483060793,1703276256,47353644518,-1671016.97,3.48,173.56,44955516049,12.66,15.2,74360223523,3832806426,22.31,14.61,10.23,2.82,1.2,12.85,29.61,28.37,56.04,3210710563,92309160567,10553954644
宁波拓普集团股份有限公司,2016,1.48,4.32,-24847834.87,3937723917,0.46,1.82,1.24,0.41,276312818.1,1520974844,31.34,715074579.3,29206666.67,3396196010,-895289.01,0.86,99.63,1550181510,18.16,15.74,2707534703,31203037.85,18.26,3.48,2.75,2.11,0.87,19.14,30.94,19.77,73.7,380633451.1,4946377520,615677382.9
力帆实业(集团)股份有限公司,2016,0.76,3.62,370234983,11046668574,3.3,0.81,0.68,0.44,-893521482.7,19627552697,76.74,105852354,2918220632,6834516704,450893513.9,30.24,-1.33,22545773329,0.96,2.04,9814627596,152560115.7,1.23,4.19,,0.87,0.4,0.79,-10.99,16.22,49.4,1002742258,29380290033,91967188.58
常州星宇车灯股份有限公司,2016,0.99,7.94,-2085756.6,3346892487,0.43,2.76,2.17,0.49,339652243.7,1562036466,30.11,399039968.4,55016521.58,3754055325,-3696688.41,1.45,117.05,1617052987,11.92,9.01,2644754955,19078463.97,9.33,3.28,1.69,3.32,0.76,11.72,35.64,57.66,37.3,122262223.3,5371108312,349355499.4
中国汽车工程研究院股份有限公司,2016,0.65,7.27,-33650883.74,1654689490,0.18,5,4.7,3.27,455487556,530531222.8,15.51,401850259.3,210954826.7,4039701060,-34077987.07,4.99,3298.15,741486049.5,24.29,7.97,1109269670,16240947.22,8.46,6.19,0.8,0.8,0.36,26.18,37.56,7.4,63.69,214180807.7,4781187110,340623648.6
上海联明机械股份有限公司,2016,1.89,5.59,-659064.47,922576868.4,0.34,2.02,1.36,0.37,190060450.9,275209554.5,25.63,170421948.9,10913210.82,830173271.5,-706984.45,1.3,1588.8,286122765.3,18.47,16.56,679950845.1,6257151.45,15.55,4.3,3.69,1.72,0.9,17.21,34.95,19.55,59.4,69873558.94,1116296037,129127528.4
上海北特科技股份有限公司,2016,0.99,4.1,10501196.33,800512601.4,0.38,2.31,1.95,0.77,28810904.45,457724204.8,27.42,65989022.55,26752242.9,1282567966,10346577.74,2.06,1.98,484476447.7,8.24,5.32,602214470.6,4416072.06,4.39,3.96,2.5,1.29,0.56,7.82,13.29,60.45,42.91,102360642.7,1767044414,56970501.69
常熟市汽车饰件股份有限公司,2016,1.31,3.75,15786560.98,1436850334,0.5,1.57,1.41,0.88,183129416.3,993569628.5,33.51,251173871.4,55168515.12,2081106302,18287101.47,2.58,9.84,1048738144,17.48,10.41,1092827903,16717581.05,10.87,7.55,6.18,0.97,0.56,17.38,40.7,53.02,36.9,170833936.8,3129844445,226303502.7
上海凯众材料科技股份有限公司,2016,0.97,3.73,-828470.1,325550243.3,0.19,4.7,3.36,1.71,39190614.18,79676940.28,16.07,104392965,,416211247.2,-1514314.96,,,79676940.28,32.07,22.75,169241468,3314577.87,21.4,2.2,1.15,2.83,0.72,39.56,30.27,21.33,21.25,15859717.61,495888187.5,89511969.56
浙江正裕工业股份有限公司,2016,1.67,4.02,-12237210.48,691866834.2,0.75,1.64,1.32,0.59,69328939.65,292660569.4,42.76,106068291.7,10196544.44,405471236.5,-584109.14,2.45,19047.2,302857113.8,15.33,16.37,488345272.5,6649801.24,21.75,6.47,4.34,3,1.07,15.28,21.03,21.98,47.17,62485652.69,708328350.3,88201452.73
常州腾龙汽车零部件股份有限公司,2016,1,4.32,-4765308.34,774758708.7,0.36,2.57,2.01,0.88,49254952.03,328142745.2,26.64,152172567.9,1854107.47,908791535,-1817048.3,0.21,421.67,329996852.6,19.64,13.73,507620723.4,7515458.7,13.49,3.41,1.45,2.44,0.71,19.91,24.06,30.23,49.83,48212378.45,1238788388,123704076.5
科华控股股份有限公司,2016,1.3,3.03,9464978.21,734858276.9,1.43,1.06,0.87,0.4,50859340.57,605605784.6,58.89,119215476.3,204949968,565746191.7,8637737.49,26.59,3.8,810555752.6,16.22,11,482014549.7,6479847.58,17.74,4.18,9.53,1.23,0.63,16.45,19.18,45.19,47.36,62239159.55,1376301944,100338580.6
桂林福达股份有限公司,2016,0.59,2.93,27793550.24,1024170994,0.69,1.42,1.19,0.66,246788283.6,1212301704,41,112980518.1,240735749.7,2091195672,27204999.43,10.32,5.2,1453037454,11.03,3.93,750879619,8099788.24,4.84,2.87,2.09,0.56,0.29,10.74,9.75,-1.13,69.02,121579790.9,3544233125,101133437.1
宁波圣龙汽车动力系统股份有限公司,2016,2.34,5.17,20258137.49,1253115590,2.47,0.91,0.65,0.22,145832881.9,661701549,71.17,96869444.76,420142824.4,438309957.7,21838842.17,50.79,6.47,1081844373,7.73,8.65,961832425.3,6546360.35,19.58,6.35,,1.5,0.91,7.67,12.33,24.16,81.8,57907844.3,1520154331,89134297.47
江苏新泉汽车饰件股份有限公司,2016,1.57,4.97,13820486.53,1710841686,2.36,1.03,0.61,0.21,108900023.4,1345902766,70.28,129489067.2,58735286.99,594087692,13442296.65,9,7.9,1404638053,7.57,8.69,1290777644,8171744.62,19.13,2.9,78.15,3.09,1.04,7.33,89.65,54.88,44.95,94750891.19,1998725745,113672913.6
上海保隆汽车科技股份有限公司,2016,1.7,4.7,15963343.5,1678665573,1.23,1.41,0.88,0.29,173213269.5,756022516.9,55.18,237929670,136043762.4,724604854.3,13823148.45,18.76,11.52,892066279.3,14.17,16.75,1085460383,12021834.37,22.47,2.91,4.49,3.25,1.12,12.32,20.98,16.35,,32047388.72,1616671134,175774941.6
浙江仙通橡塑股份有限公司,2016,1.03,3.81,7428385.85,586016284.2,0.26,3.63,3.26,2.47,106176021,229241425.9,20.8,179441092.4,1215070.64,877592372.7,6854118.26,0.14,15.28,230456496.5,30.62,22.52,313160739.3,6144970.01,17.11,4.01,1.72,2.26,0.71,36.83,38.24,102.67,47.21,21504197.39,1108048869,150166600.5
江苏日盈电子股份有限公司,2016,1.92,3.97,2662623.06,275507293.4,0.63,1.08,0.75,0.19,20209818.11,152155007.8,38.48,34920023.44,2837246.06,247823688,2862457.31,1.13,6.84,154992253.9,12.67,10.15,175471321.2,3350715.88,12.54,4.35,43.97,1.2,0.74,13.14,16.38,17.88,,25988234.34,402815941.8,31069463.28
华懋(厦门)新材料科技股份有限公司,2016,0.88,3.44,-8531670.08,889569444.7,0.21,4.07,3.73,2.43,221243578.5,270979628.8,17.3,306598599.6,883285.4,1299868256,-9225117.97,0.07,779.4,271862914.2,34.47,20.89,473679996.2,9497211.98,20.19,6.04,1.14,2.17,0.63,45.84,31.56,23.27,59.27,36036841.52,1571731171,262484027.9
湖南机油泵股份有限公司,2016,1.13,3.48,11701934.66,557443988.4,0.6,1.82,1.43,0.73,83425672.63,315387848.6,37.63,64429181.38,45393929.07,597993855.3,12782319.09,7.06,6.26,360781777.7,11.56,8.87,381509752.7,8857555.29,9.42,2.86,3.12,1.48,0.64,11.73,19.89,22.54,20.68,41769543.27,958775633,56322985.77
广东迪生力汽配股份有限公司,2016,1.72,15.2,-7811280.89,721890480.7,0.78,1.59,0.26,0.05,19658896.91,287163607.8,43.91,58010845.54,16331500,387621999.2,7572583.43,4.51,2.57,303495107.8,8.04,10.08,500702574.1,6233416.18,14.5,1.47,5.1,3.14,1.11,8.05,-2.04,13.25,,29214488.78,691117107,52731194.23
华达汽车科技股份有限公司,2016,1.94,6.56,2972282.8,2724754070,0.99,1.23,0.67,0.21,311179854.6,1237828841,49.69,343001681.1,6595271.34,1259936432,3310818.35,0.52,64.68,1244424113,12.59,15.01,2079339926,13407902.79,23.09,3.33,11,3.02,1.18,12.27,15,18.69,56.09,62741728.4,2504360544,290881519.8
山东金麒麟股份有限公司,2016,1.48,5.35,4804363.8,1290455413,0.81,1.33,0.99,0.57,262233595.9,693988577.1,44.69,250338868.6,107806645.7,992180270.6,22814340.15,9.82,10.09,801795222.8,19.4,15.58,826955298.5,26674017.82,20.93,3.91,5.43,1.46,0.74,20.33,15.04,4.71,57.8,138622072.2,1793975493,207043586.5
上海岱美汽车内饰件股份有限公司,2016,1.76,4.86,-13621344.07,2743416339,0.7,2.18,1.34,0.35,322601838.6,764767549.9,41.21,556797347.1,291943278.1,1507565097,19701121.44,16.25,15.88,1056710828,20.3,24.01,1771325359,8105721.51,29.54,2.95,3.41,3.26,1.14,20.4,18.02,14.56,,196054163,2564275925,444360677.5
重庆秦安机电股份有限公司,2016,1.34,5.1,12783944.04,1199586973,0.43,1.49,0.91,0.48,334136523.7,638978510.5,30.21,255896221.7,77380403,1655009940,12017535.52,4.47,25.68,716358913.5,21.33,11.54,832949364.5,12210349.53,13.14,2.23,4.5,0.84,0.52,23.35,2.11,4.31,76.03,32316040.7,2371368854,217543883.3
浙江中马传动股份有限公司,2016,1.56,3.81,5524352.91,822623663.2,0.43,1.77,1.31,0.62,169375280.6,315686380.7,30.22,121750269.8,45578929.73,834324265,6504265.79,5.18,23.23,361265310.4,14.8,10.82,591148512.2,8648243.37,12.57,4.28,4.77,1.25,0.69,15.15,-9.35,1.83,49.07,113810997.8,1195589575,104857866.3
合肥常青机械股份有限公司,2016,2.92,12.36,22298055.93,1492325341,1.06,0.77,0.47,0.17,54512507.7,762329354.5,51.35,177167631.3,24852198.73,745934264,22158420.83,3.22,2.43,787181553.2,11.87,14.57,1098154110,14287221.22,19.89,6.45,,1.74,1.09,11.49,31.26,27.35,42.48,116778295.2,1533115817,148365732.5
宁波高发汽车控制系统股份有限公司,2016,0.97,5.68,-583016.08,860593513,0.39,2.89,2.51,1.73,78781071.91,320786058.2,28.25,183284316.6,14598793.09,851888696.1,-1015324.37,1.73,247.94,335384851.2,21.3,16.56,580666493,7597729.13,18.95,5.4,1.43,4.12,0.78,22.9,28.75,17.11,42.33,35898281.42,1187273547,157525023.2
成都豪能科技股份有限公司,2016,1.12,3.85,3192631.73,643821135.1,0.48,2.37,1.76,0.91,137176844.9,255672930.5,32.61,158603988.5,158825954,856404187.4,920691.99,16.89,89.28,414498884.5,24.63,13.92,402273214.9,5629955.29,16.16,2.54,1.92,1.12,0.56,27.29,7.1,24.4,,37269199.28,1270903072,136627678.8
苏州金鸿顺汽车部件股份有限公司,2016,1.53,4.05,21046798.74,901058760.7,1.17,1.2,0.71,0.17,107651443.7,528601748.4,53.98,123129817.4,66175395.56,506984685.9,20545810.9,11.55,5.24,594777144,13.67,14.12,653819686.9,8284329.66,20.98,2.85,15.03,2.1,0.89,13.68,5.48,18.1,,101214782.9,1101761830,106384541.5
浙江铁流离合器股份有限公司,2016,1.91,8.97,-2497463.83,724045892.6,0.51,1.88,1.17,0.71,89844292.56,229833677.4,33.72,134801450.5,26543905.99,503902086.4,1127375.87,5.05,69.53,256377583.4,18.62,19.78,469591570.1,5953847.01,22.43,3.35,4.12,2.34,1.05,19.3,6.64,23.82,45,45143021.57,760279669.8,111927492.1
宁波继峰汽车零部件股份有限公司,2016,1.24,3.8,-9492870.07,1465507890,0.25,3.49,2.68,1.14,42906310.64,388909689.3,20.11,303049204.7,,1544620542,-1635040.53,,112.55,388909689.3,20.68,17.27,943695089.4,16056157.95,16.34,3.64,1.66,2.62,0.84,21.88,39.83,24.14,49.54,72099695.9,1933530231,250867661.6
富奥汽车零部件股份有限公司,2017,1.48,4.93,-10639908.87,7193263144,0.64,1.69,1.49,0.9,462896928,3177456612,38.98,879444952.7,862468799.4,6324423081,-12892424.32,13.04,65.7,4039925411,12.23,8.92,5861455733,64276722.1,14.46,9.12,3.54,1.48,0.74,12.1,22.82,14.23,24.41,296605314.2,10364348492,818894935.4
潍柴动力股份有限公司,2017,1.72,12.17,590752971.6,1.52E+11,2.37,1.28,1.03,0.76,16258332195,78473527575,70.28,10522267498,54809647824,56354991231,437872923.9,60.87,11.65,1.33E+11,6.94,6.2,1.18E+11,738068687.5,19.32,6.59,7.72,1.71,0.86,6.6,62.66,15.96,24.23,23839954192,1.90E+11,9178366778
江铃汽车股份有限公司,2017,1.82,18.02,-243643853,31345746762,1.1,1.34,1.17,0.87,674814163,13541079516,52.35,761822825,270279252,12572401985,-230468686,2.1,3004.64,13811358768,2.43,2.09,25045089962,967011351,5.5,11.72,6.93,3.82,1.23,2.29,17.69,7.72,41.03,808036832,26383760753,690938249
万向钱潮股份有限公司,2017,1.58,5.67,69896875.8,11154241411,1.14,1.32,0.97,0.55,1190781024,5279901422,53.23,1029992255,857161543.3,5392301287,59677934.02,14.51,12.22,6137062966,9.23,9.46,8849103930,63965660.86,17.46,5.22,7.71,2.5,0.97,9.07,3.42,0.1,56.5,194228075.2,11529364252,923541532
海马汽车集团股份有限公司,2017,1.62,14.41,11666358.44,9683194933,0.91,0.91,0.69,0.43,-1808387112,6395583578,47.65,-1448735807,1129667325,8267685768,5393132.34,14.71,-61.33,7525250903,-14.37,-8.49,8727239356,357388620.9,-15.18,5.86,,0.94,0.59,-13.35,-30.29,-13.22,28.8,1406028598,15792936671,-1415246496
无锡威孚高科技集团股份有限公司,2017,0.82,5.43,7316996.79,9017280160,0.32,2.8,2.46,1.07,957697901.1,4299741438,24.12,2830415982,579897922.2,15351366864,-7486253.52,3.76,85.2,4879639360,31.39,15.06,6761729398,72413140.48,17.33,4.78,1.24,1.16,0.48,33.53,40.4,17.19,20.22,340632143.4,20231006224,2647209925
重庆长安汽车股份有限公司,2017,1.24,48.41,-524973961,80012205182,1.24,1.15,1.06,0.95,-1369576777,54602700071,55.28,7180889557,4059235293,47463179258,-561470149.1,7.86,-28.34,58661935364,8.97,6.23,69363032741,3074023009,14.99,11.59,11.3,1.91,0.75,9.23,1.87,-0.36,40.88,4047945130,1.06E+11,7208437270
江南模塑科技股份有限公司,2017,1.86,6.93,87151215.31,4340149793,1.8,0.75,0.56,0.28,76141929.46,3756094649,64.3,170624508.9,1087443683,2688947524,59674433.64,28.8,0.87,4843538332,3.93,3.42,3393814171,39481109.94,5,6.31,,0.99,0.64,3.13,7.79,11.51,35.32,154199695.7,7532485856,134464861
斯太尔动力股份有限公司,2017,0.17,2.27,37113640.03,151361076.9,0.33,1.57,1.2,0.59,-349491480.1,544860064.5,24.58,-101265358,46608362.41,1814733165,34229922.49,2.5,-9.49,591468426.9,-66.9,-2.48,145896240,2378416.72,-9.31,0.75,0.55,0.08,0.06,-42.21,-57.53,-19.61,14.91,182770014.4,2406201592,-169873442.4
一汽轿车股份有限公司,2017,2.62,160.8,29846323.9,27902212402,1.32,1.08,0.85,0.8,2285079918,9921105410,56.88,461277414.6,623455275.5,7993392144,27428007.85,7.25,55.26,10544560686,1.65,2.6,21629241033,1685147478,3.53,8.61,112.83,3.43,1.48,1.22,22.86,-2.68,53.03,644685842.7,18537952830,317904404.8
安徽安凯汽车股份有限公司,2017,0.8,2.58,72485829.76,5448916378,6,1.03,1.01,0.22,249401357.6,6171778225,85.71,-295314186.8,666629001.4,1140404391,59514707.01,37.92,3.36,6838407226,-5.42,-2.76,4897438524,30587320.79,-21.08,26.52,18.03,3.18,0.64,-4.99,14.54,-12.11,21.13,243839662.2,7978811618,-276582078.2
天津一汽夏利汽车股份有限公司,2017,0.72,121.02,53711508.05,1451371698,54.49,0.43,0.4,0.28,-1684065377,4497875847,98.2,-1601260114,314112468.3,88312070.25,50353854.3,84.42,-25.39,4811988315,-110.33,-32.28,2150648289,51607680.13,-2829.22,7.41,,0.52,0.3,-53.82,-28.34,4.06,47.73,178481649.4,4900300386,-1639861131
中国重汽集团济南卡车股份有限公司,2017,1.73,10.7,255897654.3,37310404648,3.23,1.22,0.82,0.64,887062932,20438065674,76.35,1561659605,197869264.2,6393605611,255297096.7,3.39,3.26,20635934938,4.19,7.68,33571483486,94504517.83,15.93,5.5,9.45,17.34,1.58,3.3,76.67,33.04,63.78,368865704.3,27029540549,1171538866
中通客车控股股份有限公司,2017,0.92,1.48,125415822,7851579165,3.46,1.3,1.25,0.31,-946815046.9,8191560633,77.59,228415948,1449815996,2784816823,90895824.23,34.24,-8.8,9641376629,2.91,3.11,6713114160,34375961.67,6.87,20.19,3.9,4.53,0.77,2.53,-15.18,53.75,21.07,369745513.6,12426193453,191164200.7
众泰汽车股份有限公司,2017,1.95,7.45,108629074.7,20804317034,0.97,1.21,1.25,0.62,9025435.49,14990471090,49.33,1372680852,1372648679,16808688502,90891730.47,7.55,0.07,16363119770,6.6,7.85,16899690112,744869431.5,6.76,8.34,9.46,2.6,1.12,6.1,1128.48,706.48,38.86,4392333162,33171808272,1136677396
宁波华翔电子股份有限公司,2017,1.86,5.59,92108504.51,14806613721,0.82,1.42,1.11,0.61,1403538417,6410300012,45.09,1432825817,895710244.6,8898514836,61007556.37,10.28,13.01,7306010256,9.68,10.05,11680977655,82221064.24,10.21,6.13,8.88,2.14,1,8.71,18.4,19.86,14.36,380913287,16204525092,1165208279
浙江万丰奥威汽轮股份有限公司,2017,2.12,5.58,88671731.41,10177226828,0.54,1.88,1.48,0.56,969552924.1,2720302560,34.98,1196194143,795260601.9,6533574422,45236690.42,11.69,18.28,3515563162,11.75,12.84,8124226774,55142027.34,14.99,7.6,4.84,2.1,1.05,10.97,7.29,8.19,45.86,783114029.9,10049137585,999820745.5
广东鸿图科技股份有限公司,2017,1.88,4.24,82580972.49,5002622983,0.72,1.21,0.96,0.33,667134290.3,2984764561,41.86,384877111.2,320342998.6,4590318636,55387885.38,6.87,9.37,3305107560,7.69,7.54,3767106141,33748559.85,6.71,6.38,9.47,1.57,0.86,7.51,86.79,108.47,14.5,354969048.1,7895426196,344294189.8
浙江银轮机械股份有限公司,2017,1.46,3.51,50946701.55,4323263145,0.81,1.32,1.05,0.28,277730471.3,2764220304,44.77,403559709.4,225385956.4,3688500828,45893192.25,6.27,5.58,2989606260,9.33,7.84,3192354742,29664711.45,9.24,4.82,5.11,1.56,0.75,8.83,38.63,39.3,10.04,376089533.3,6678107088,343255373.4
深圳市特尔佳科技股份有限公司,2017,0.38,3.13,-1388642.31,118294591.3,0.18,5.15,4.67,1.9,-5852377.75,66445242.95,15.37,11170540.61,0,365994852.7,-1360859.69,0,,66445242.95,9.44,2.25,74686410.14,2265745.36,2.77,2.14,0.51,0.92,0.27,8.69,-21.49,-1.76,14.56,11928915.03,432440095.7,10127731.69
奥特佳新能源科技股份有限公司,2017,1.2,3.82,53934233.82,5183966171,0.67,1.48,1.12,0.61,519960102,2962601043,40.06,392644437.2,506895820.3,5191070057,29596163.61,8.9,11.64,3469496863,7.57,4.97,4070226656,33029102.81,7.07,4.17,3.65,1.24,0.61,7.63,-0.87,3.87,16.25,438974476,8660566920,366491624.7
云南西仪工业股份有限公司,2017,1.39,5.27,4750529.02,904138828.4,0.51,1.9,1.2,0.67,136151046.9,415158081.1,33.6,22326162.4,77784475.59,974016986.4,5230691.78,7.41,21.71,492942556.7,2.47,2.44,738250274,7359703.86,2.02,3,2.95,1.9,0.8,2.14,71.9,85.96,40.89,52652410.51,1466959543,18793250.74
天润曲轴股份有限公司,2017,1.32,3.69,39328930.88,3021430813,0.57,1.29,0.92,0.43,-91070060.52,2142127127,36.42,395691423.7,135215200,3976133502,34721818.31,3.35,-2.5,2277342327,13.1,7.57,2212613313,29191923.71,8.59,3.29,6.21,0.89,0.53,13.11,65.88,22.05,38.83,209033448.9,6253475829,341428155.2
浙江亚太机电股份有限公司,2017,1.25,5.25,22736460.98,3963560685,1.15,1.54,1.22,0.54,198572581.8,2404888995,53.53,107273922.9,941651399,2905485136,20901207.89,24.82,6.71,3346540394,2.71,2.3,3371631805,28113457.74,2.92,4.65,4.2,1.65,0.71,2.31,15.93,27.13,38.82,165093854.5,6252025530,88100085.17
上海新朋实业股份有限公司,2017,1.97,12.49,9715662.67,3948396180,0.41,1.74,1.33,0.56,397769286.7,1106859400,28.83,224786058.2,45019223.16,2844006239,-3324555.76,1.84,3357.47,1151878623,5.69,5.51,3450516872,16753548.47,3.84,7.08,4.82,1.96,0.98,4.59,-0.32,-1.03,36.38,129348180.8,3995884862,171524871.2
兴民智通(集团)股份有限公司,2017,0.82,4.51,62622379.58,1868128413,0.95,1.37,0.69,0.29,-50926122.61,1726651689,48.66,113834903.7,357363014.5,2199116186,62247217.03,14.67,-0.77,2084014704,6.09,4.27,1497014901,20271592.96,2.99,1.48,3.22,1.01,0.45,5.67,44.24,7.84,33.84,91567137.77,4283130889,98336455.83
山东隆基机械股份有限公司,2017,0.98,4.59,21961634.49,1724623250,0.43,2.05,1.59,0.94,278169682.9,985868176.2,30.04,60451814.76,4137666.67,2305673209,-4030032.49,0.19,,990005842.9,3.51,1.88,1427701528,13644285.11,2.51,3.27,1.97,1.38,0.58,3.24,17.18,21.97,42.24,71908102.29,3295679052,53343146.77
许昌远东传动轴股份有限公司,2017,0.97,4.41,-2365981,1522611275,0.16,4.57,3.95,2.81,182012843.7,366685475.6,13.87,218739377.3,11463388.78,2347624308,-4886035.43,0.49,,378148864.4,14.37,8.15,1065145005,18127985.71,7.98,4.86,1.21,1.45,0.58,14.3,48.65,8.09,27.66,228085113.7,2725773172,187328520.6
浙江万里扬股份有限公司,2017,1.21,3.72,57908847.32,5030196551,0.48,1.75,1.37,0.6,237270458.7,2128965929,32.32,784241292,817067562.4,6169829941,55564233.6,11.83,3.35,2946033491,15.59,8.84,3876881306,44801086.21,10.56,4.51,3.6,0.94,0.53,14.53,34.78,-7.74,28.45,566490063.1,9115863432,648174056.1
中原内配集团股份有限公司,2017,1.04,5.91,43368919.53,1504147038,0.57,2.61,2.11,1.31,239504223.2,615401061.4,36.16,336942453.3,767396203.1,2441253406,17890207.93,24.25,12.6,1382797264,22.4,10.81,879152847.8,27017358.53,11.65,3.07,1.64,0.82,0.46,22.93,27.98,39.38,17.78,85586778.75,3824050670,277854195.5
上海加冷松芝汽车空调股份有限公司,2017,1.09,3.48,6510902.84,4172462188,0.83,1.68,1.39,0.85,347633173.8,2561193819,45.27,443982127,224931078.2,3368512576,52772.45,6.73,81.04,2786124897,10.64,8.1,2993738728,29690185.26,11.74,4.06,2.47,2.54,0.76,10.3,28.96,27.89,43.52,279232374.4,6154637473,381795006.5
