公司名称,流动性 财务风险-流动性风险-流动资产周转率,财务风险-流动性风险-应收账款周转率,筹资方面财务风险-筹资风险-纳税信用等级,财务风险-筹资风险-征信信用等级,财务风险-筹资风险-1/财务费用率,财务风险-筹资风险-1/产权比率,财务风险-筹资风险-融资轮次,财务风险-筹资风险-股权出质总计,对外投资数量,清偿方面---财务风险-短期清偿能力-流动比率,财务风险-短期清偿能力-速动比率,财务风险-短期清偿能力-现金比率,财务风险-短期清偿能力-现金流量比率,财务风险-长期清偿能力-资产负债率,财务风险-长期清偿能力-长期资本负债率,财务风险-长期清偿能力-利息保障倍数,财务风险-长期清偿能力-现金流量利息保障倍数,财务风险-长期清偿能力-现金流量债务比,经营力方面---财务风险-盈利能力-销售净利率,财务风险-盈利能力-总资产报酬率,财务风险-盈利能力-主营业务利润率,财务风险-盈利能力-净资产收益率,财务风险-资产利用-存货周转率,财务风险-资产利用-营运资本周转率,财务风险-资产利用-非流动资产周转率,财务风险-资产利用-总资产周转率,财务风险-资产利用-成本费用利润率,财务风险-成长能力-营业收入增长率,财务风险-成长能力-总资产增长率,财务风险-资本结构-上市股东持股比例,财务风险-上市情况-是否上市,技术风险--经营风险-知识产权-专利数量,经营风险-知识产权-软件著作权数量,经营风险-知识产权-作品著作权数量,司法方面---经营风险-司法风险-诉讼数量,经营风险-其它风险-经营异常次数,经营风险-其它风险-行政处罚次数,经营风险-其它风险-动产质押次数,经营风险-其它风险-自身风险,经营风险-其它风险-周边风险,组织方面---经营风险-组织结构风险-股东数量（注册）,经营风险-组织结构风险-第一大股东持股比例（注册）,竞品信息,经营风险-战略风险-公众号数
北京赛亿科技有限公司,0,0,13,13,0,0.418814508,0,0,0,57.27675085,44.3981602,0.003558101,0,70.47706422,0,-2217000,0,0,-2217000,-0.13559633,-7242000,-0.459291485,4.88005062,-1.471054534,0.742769155,0.442935753,-0.224802249,0.661919537,0.928520768,,0,2,0,0,0,0,0,0,0,1,2,0.9,0,1
北京赛诺水务科技有限公司,0,0,7,7,0,0.90861929,6,0,3,168.3334453,159.7183707,0.17329955,-0.344359908,52.39389568,0.057586098,245897000,-548253000,-0.325240674,226113000,0.076428926,-1206641000,0.147627551,8.653433883,1.090973516,2.209000859,0.368910049,0.165983106,0.941602762,0.05451415,,0,16,0,0,0,0,0,0,0,2,1,1,10,1
北京赞成科技发展有限公司,0,0,8,8,0,3.182676281,6,1,5,364.7512529,364.7512529,0.809049208,-0.381624622,23.90813752,0,268871000,-100589000,-0.381624622,268871000,0.243879674,0,0.320506906,0,0,0,0,268871000,0.362657911,0.349569351,,0,3,76,0,0,0,0,0,1,11,1,1,10,0
北京起步科技股份有限公司,0.323337221,2.551999679,11,11,184.146526,3.596129137,0,0,0,405.9984992,405.8218429,0.167323263,0,21.75736487,0,966000,0,0,0.008383847,0.003285748,0.675030657,0.003060457,228.0510792,0.131657598,0.751399558,0.087653955,0.009694415,0.674572722,-0.023421514,,0,2,31,0,0,0,0,0,0,1,8,0.4977,10,1
北京超星数图信息技术有限公司,0,0,12,12,0,1.572498834,0,0,1,196.9577482,194.5771569,0.242028225,-0.785989433,38.87270945,0,-151776000,-181393000,-0.785989433,-151776000,-0.255649001,-159332000,-0.418224003,27.84782893,0.683744332,1.099551536,0.257703949,-0.241369055,-16.24263574,-0.081522748,,0,0,40,0,30,0,1,0,6,0,3,0.6771,0,1
北京车讯互联网股份有限公司,1.148692543,1.494764479,10,10,-1363.694753,-0.42952884,6,0,3,50.45303094,49.99936655,0.031617148,-0.479207336,175.2936996,0,-205254000,-416078000,-0.479207336,-0.398269481,-0.414387496,0.28518567,0.537372903,89.01343259,-0.81502936,6.124008696,0.707875126,-0.297130233,0.488696119,1.608067684,0.7924,1,0,2,0,5,0,0,0,4,0,6,0.7924,10,1
北京轩昂环保科技股份有限公司,1.705385964,2.154500912,9,9,141.306457,1.214518077,0,0,13,129.3810577,122.3858393,0.075916518,0.169204661,45.15655169,0,1.85E+12,7.52E+11,0.169204661,0.170404271,0.18782771,0.340621732,0.309577846,19.85592203,4.727417003,1.508584559,0.627208751,0.235291371,7.375871785,0.116751631,,0,5,12,0,26,0,1,0,13,0,4,0.4926,0,0
北京轩瑞锋尚科技股份有限公司,0,0,13,13,0,0.189413169,0,1,1,110.3862399,82.83659637,0.016186818,-0.171690904,84.07580466,0,2752000,-33210000,-0.171690904,816000,0.011961837,-205756000,0.022273174,3.843832614,10.19581831,12.37966805,0.89033099,0.010214573,-0.27194196,0.16335457,0.6761,1,8,0,0,0,0,0,0,6,0,3,0.6761,9,0
北京辰安科技股份有限公司,0.417640529,1.882624642,7,7,25.00206845,0.587528569,12,0,9,118.9069165,62.36290358,0.210243487,-0.066340495,62.99098022,0.180007053,36015000,-188883000,-0.057784174,0.021528138,0.006940293,0.580175498,0.01584956,0.362045137,1.082751111,0.323133053,0.11232021,0.023640902,-2.173306456,0.229817869,,0,27,129,0,1,0,0,0,0,75,20,0.2683,10,0
北京达博有色金属焊料有限责任公司,0,0,8,8,0,0.796851071,0,31,0,159.6923498,138.6318916,0.102305995,-0.066953995,55.6528925,0,104703000,-92075000,-0.066953995,91830000,0.042372261,-4559412000,0.083799571,15.71110714,5.543141079,16.55008887,1.84146025,0.021346138,33.55343567,0.221952274,,0,37,0,0,5,0,0,4,37,10,20,0.0779,0,0
北京迈基诺基因科技股份有限公司,0.618605631,2.831006827,11,11,-7736.481177,3.792715866,6,0,3,400.2560527,371.5895841,1.232916457,0.119544589,20.86499624,0.046140845,6189000,5229000,0.097612423,0.048576678,0.024106006,0.722676189,0.025894316,2.382167447,0.22743366,0.365762562,0.116342929,0.060821966,-2.085018576,0.672013385,0.6127,1,16,9,0,0,0,0,0,0,0,10,0.6127,10,0
北京远大宏略科技股份有限公司,0,0,14,14,0,7.831961128,0,0,1,860.9324358,860.9324358,6.107952367,0.047120413,11.32283198,0,14114000,378000,0.047120413,10442000,0.199215221,-43395000,0.166205074,43218000,0.708004313,24.22532274,0.610010154,0.198484015,3.786439394,0.103327985,,0,3,9,0,0,0,0,0,0,0,3,0.4464,10,0
北京远方动力可再生能源科技股份公司,1.370620658,3.470939514,10,10,235.0322918,0.803740319,0,0,4,156.3385479,123.4917633,0.281754246,-0.176767268,55.44035292,0,24846000,-50294000,-0.176767268,0.034516807,0.048413685,0.247570012,0.092023386,4.876947388,2.843382496,6.664814338,0.888110333,0.04315812,1.104760088,1.02474503,0.1396,1,35,20,1,0,0,1,0,0,3,10,0.1141,0,0
北京邢钢焊网科技发展有限责任公司,0,0,11,11,0,1.282430006,0,0,1,160.0365886,147.5919209,0.026430157,-1.091616029,43.81300314,0.152994885,63616000,-649803000,-0.838747692,59131000,0.035976508,-2269213000,0.059515769,30.52122693,6.326584159,2.772102201,1.27864432,0.02539421,-27.72319629,0.19138384,,0,16,3,0,9,0,1,1,5,37,1,1,0,0
北京邦天信息技术有限公司,1.472398103,4.979781393,12,12,87.03988753,1.299226882,3,0,2,113.7333153,111.8602732,0.202167013,0,43.49288038,0,27694000,0,0,0.069571357,0.049453395,0.616367018,0.089672324,33.34194797,4.547400384,0.537492224,0.271616887,0.070099857,-1.035669686,0.102726481,,0,28,33,0,0,0,0,0,0,1,5,0.405,10,0
北京金刚游戏科技股份有限公司,0.665789212,2.030153519,11,11,146.8008796,1.467627162,6,0,12,157.6996527,157.6996527,0.486399796,-0.840683359,33.3498907,0,-32685000,-114016000,-0.840683359,-0.214407605,-0.080372885,0.896760459,-0.112642228,13782000,0.17611879,0.07148711,0.033890136,-0.169106994,-0.129804133,1.348233045,,0,1,48,0,0,0,0,0,0,2,14,0.2889,10,0
北京金地沃克城市交通咨询有限公司,0.084035958,4515000,14,14,57.1511753,1.65507323,0,0,0,261.7126991,261.7126991,2.324175443,-2.498903868,37.66443446,0,-36274000,-51300000,-2.498903868,-8.034106748,-0.665516925,0.994462681,-1.067635978,10000,0.000301223,0.012853454,0.000183469,-0.87966823,-0.398939526,-0.386308615,,0,3,10,0,0,0,0,0,0,0,2,0.6,0,1
北京金山顶尖科技股份有限公司,0.809845448,4.801271523,6,6,194.8040563,1.304544479,0,0,6,219.1941734,124.9661146,0.285575921,-0.182458176,43.3925233,0,-1.15E+12,-2.18E+12,-0.182458176,-0.048736003,-0.041686478,0.16256253,-0.066316587,1.576686674,1.246437811,13.19400552,0.64467458,-0.050674421,-2.162048315,0.114545857,,0,7,49,0,2,0,0,0,0,6,11,0.4083,10,1
北京金控数据技术股份有限公司,0,0,10,10,0,0.923963434,4,0,2,108.1697962,57.05425798,0.082860825,-0.141734199,51.97579821,0.009576526,1896000,-15723000,-0.140467957,2051000,0.008804027,-95440000,0.019831179,1.660411935,10.3886119,0.987332204,0.437192368,0.013450529,-0.623403327,0.349534395,,0,45,46,0,0,0,0,0,0,0,20,0.1793,10,1
北京金泰得生物科技股份有限公司,0,0,9,9,0,2.543812532,0,0,4,155.1734651,148.4812274,0.125711194,0.283887781,28.2181577,0,-43883000,57730000,0.283887781,-43756000,-0.060893384,-505204000,-0.084585674,37.11947703,4.502388594,1.246998269,0.700973977,-0.072136834,0.817553049,-0.157115221,0.1536,1,9,12,0,0,0,0,0,0,4,19,0.198,10,0
北京金煤创业科技股份有限公司,1.746091792,5.358216382,12,12,44.5406188,0.407391233,0,0,1,119.264996,118.7039136,0.005268018,-0.059753179,71.05413685,0.057468905,1009000,-8541000,-0.058268919,0.003084004,0.004891125,0.248490752,0.015373537,278.9248392,8.123542575,6.245581533,1.08437554,0.003465579,-1.03479771,0.45080912,0.615,1,12,0,0,3,0,0,0,1,0,2,0.615,0,0
北京金至科技股份有限公司,1.241778839,3.282830737,10,10,373.924097,1.200789081,0,0,1,218.0782185,207.1547589,0.299692932,0.017448019,45.43837068,0,35816000,2932000,0.017448019,0.06632005,0.096846067,0.257156104,0.149567355,18.29216505,1.692215029,99.90208274,0.907921063,0.08553095,0.541158848,0.184809282,,0,1,5,0,4,0,0,0,3,1,2,0.792,10,0
北京金良安科技有限公司,0,0,14,14,0,1.1449513,0,0,1,209.4434824,203.439422,0.84289721,-0.0438586,46.62045543,0,730000,-1469000,-0.0438586,657000,0.010160904,-89216000,0.017131682,44.24264334,2.427148909,52.5528337,1.238405417,0.007433581,5.203655522,0.24863568,0,0,0,0,0,0,0,0,0,0,0,3,0.85,0,0
北京金色农华种业科技股份有限公司,0,0,5,5,0,1.528749835,0,0,17,152.76415,46.98860534,0.421227099,0.642366336,39.54546741,0.092249511,814429000,2130442000,0.542569499,814379000,0.082022991,-2535554000,0.135668828,0.722555102,1.448495986,0.521265747,0.255285153,0.196759479,0.143594362,0.041268594,,0,126,0,1,16,0,0,0,4,18,20,0.0622,0,1
北京金量威科技有限公司,0.360129866,20298000,12,12,5.036723316,2.512546545,0,0,1,73.43330641,51.3745212,0.061899053,0.269145578,28.46958457,0,48000,20658000,0.269145578,0.002364765,0.000178042,0.874470348,0.000248903,0.118126507,-0.098082492,0.009379235,0.007418398,0.001164144,-0.218238861,0.223602455,,0,0,9,0,0,0,0,0,0,0,3,0.4,0,0
北京金雨科创自动化技术股份有限公司,1.589430862,4.599999729,13,13,78200000,0.024071167,0,0,1,25.74568289,11.4599686,0.006279435,0.766614334,97.64946346,0,-5900000,146500000,0.766614334,-0.075447569,-0.030148186,0.255754472,-1.282608696,2.124542047,-0.408738551,0.395904434,0.296371996,-0.070154577,-6.363630579,1.658967369,,0,13,8,0,0,0,0,0,0,0,8,0.44,10,0
北京鑫海莱光电科技有限公司,0.903804617,1.604719759,12,12,111.0203855,0.379853814,0,0,0,137.4828689,117.793513,0.256738236,0.020100502,72.47144512,0,7800000,8800000,0.020100502,0.010110294,0.01291177,0.090073529,0.03307276,5.733178588,3.011578288,224.6362615,0.818076476,0.014498141,0.042857137,-0.082472661,,0,4,0,0,1,0,1,0,1,0,2,0.55,0,0
北京鑫紫竹兴业医疗器械股份有限公司,1.166466582,12.67391249,13,13,323.888529,2.238825003,0,0,0,319.1570881,74.58492976,0.333333329,0.040868454,30.87539432,0,58400000,3200000,0.040868454,0.14819897,0.230283912,0.410634647,0.246434683,0.888772841,0.991841486,45.99998757,0.671135644,0.254799301,0.785932698,1.001578524,0.891,1,0,0,0,0,0,0,0,0,0,4,0.891,10,0
北京钱粮科技有限公司,0,0,12,12,0,-0.212884582,0,0,3,68.46029827,68.46029827,0.132171163,-0.09250302,127.0515939,0,-16245000,-2754000,-0.09250302,-16245000,-0.693253105,-1002863000,2.562707052,1001081000,-106.6114065,328.1155922,42.72098994,-0.015885635,-30.34956722,-0.021504926,,0,0,23,0,3,0,0,0,0,0,6,0.9293,10,0
北京银贝壳科技有限公司,3.241971861,4.431703782,12,12,-2191.704471,0.190304444,0,0,2,99.18098533,99.18098533,0.141227432,0.054992326,84.01212016,0,1570000,29275000,0.054992326,0.000695208,0.002477689,0.06457193,0.011746358,1599118000,-366.7702676,15.13341773,2.52364141,0.000918041,4.203999318,4.10587976,,0,10,17,0,0,0,0,0,0,0,5,0.3,0,1
北京长城华冠汽车科技股份有限公司,0,0,8,8,0,1.26063793,6,0,10,110.2794947,86.08577473,0.091870428,-0.310176441,44.235255,0,-133488000,-131231000,-0.310176441,-135598000,-0.139567125,-286744000,-0.254234492,2.801328617,6.593180047,0.585350716,0.299802497,-0.230930517,-2.036682435,1.095743839,,0,502,11,4,0,0,0,1,1,1,12,0.435,10,1
北京阜康仁生物制药科技有限公司,1.53220441,23.25807547,10,10,-366.2279578,0.434552725,0,0,4,101.6101091,86.88212726,0.188999181,0.034986662,69.97353124,0.006889204,7097000,6584000,0.034881195,0.02077602,0.026309351,0.999174007,0.075150932,0,0,0,0,0.024769822,0.540514647,0.550432505,,0,418,0,0,1,1,0,0,0,0,3,0.5,0,0
北京隆科兴非开挖工程股份有限公司,0,0,9,9,0,1.146922484,0,0,7,176.2081745,123.8400313,0.526848099,0.359653877,46.39857396,0,141674000,270081000,0.359653877,125903000,0.087535759,-1299073000,0.145129293,3.178115067,2.183912501,4.233220416,0.772220677,0.092962369,2.213997319,0.255305188,,0,40,1,0,1,0,5,0,1,0,17,0.46,10,0
北京雅康博生物科技有限公司,0.322814782,0.870612982,10,10,192846000,10.48581449,8,0,5,1560.210504,1504.439917,4.18026054,-9.063725638,10.71399296,0,-76114000,-347041000,-4.352702818,-0.394687987,-0.102280805,0.999999995,-0.114554126,0,0,0,0,-76114000,-2.260795501,0.988491248,,0,18,5,0,0,0,0,3,1,1,20,0.1866,10,1
北京雅迪力特航空新材料股份公司,0,0,12,12,0,1.586484291,0,0,0,136.5004484,115.535426,0.072538116,-0.364286992,38.6406798,0,13037000,-40618000,-0.364286992,11031000,0.045180138,-69376000,0.062302322,2.904816782,1.668460326,0.497975913,0.235320006,0.086007956,-1.024624713,0.409818443,,0,19,0,1,0,0,0,0,0,0,2,0.99,0,0
北京集光通达科技有限责任公司,0.826909949,3.204507476,14,14,-13451.94519,0.428775437,0,0,0,142.5113239,80.44577226,0.16768151,-0.005922603,69.98957567,0,50870000,-676000,-0.005922603,0.337717274,0.311932794,0.425639002,0.928158395,1.086249473,1.585899147,183.6534996,0.471860434,0.608230898,180.0313878,1.364883462,0,0,0,0,0,0,0,0,0,0,0,6,0.5121,0,0
北京集奥聚合科技有限公司,2.101009068,6.469983332,12,12,394559000,-0.518095345,4,2,9,35.18222932,35.18222932,0.076737895,-0.56169044,207.5099277,0,-13884000,-299818000,-0.528319241,-0.796932776,-0.050768252,0.999999997,1.069455404,0,0,0,0,-13884000,-1.106465036,-0.055281694,,0,80,23,0,4,0,0,0,3,1,0,0,10,1
北京集智达智能科技有限责任公司,0,0,7,7,0,0.608390112,0,0,3,102.2429081,39.45321566,0.179363623,0.267155063,62.17400424,0,63040000,309641000,0.267155063,53584000,0.033816604,-1060067000,0.075990368,1.453709503,40.6962594,1.557750467,0.567511706,0.050608157,0.296164797,0.142679469,,0,10,30,0,0,0,0,0,0,2,9,0.526,10,0
北京雷动云合智能技术有限公司,0.04319676,0.901643386,14,14,-108.0033751,6.556060701,2,0,2,5.43,5.43,6.635206072,-2.526985367,18.36,0,-61748000,-27203000,-2.526985367,-17.86689298,-0.759125164,0.982349253,-0.874914985,0,0,0,0,-0.943783802,7.394744974,2.089641733,,0,35,5,0,0,0,0,0,0,2,7,0.4925,10,1
北京青元盛康生物医药科技有限公司,0.740057457,3.413444339,11,11,217.9158106,2.586735656,4,0,2,317.3820196,284.7000569,1.800443092,0.22055734,27.88050461,0,23302671000,1.01E+11,0.22055734,0.018412736,0.014185603,0.329532778,0.016719144,4.772628761,0.717533471,3.777501448,0.434876974,0.022151622,1.621194406,0.060927979,,0,0,5,0,0,0,0,0,0,0,3,0.59,10,0
北京韦加无人机科技股份有限公司,3.048966144,34.00516753,11,11,8160.959967,2.183090935,4,0,8,85.84462262,16.47553221,0.03870611,0.034183024,31.43009086,0,171161000,3091000,0.034183024,0.723499634,0.594924609,0.866826375,0.867992721,0.427742433,-2.096172039,0.127719835,0.093259692,2.624444132,-104.2957781,3.754069043,,0,48,19,0,0,0,1,0,0,7,6,0.56,10,1
北京韦德意尔科技发展有限公司,0,0,14,14,0,1.588985227,0,0,2,258.3366125,226.4240631,0.117734089,0,38.62470211,0,400000,0,0,200000,0.002431788,-185652000,0.001981081,9.146436047,1.843453002,516.5556642,1.127401384,0.002019651,-0.510764939,-0.034796794,,0,5,6,0,0,0,0,0,0,0,2,0.9623,0,1
北京韩建河山管业股份有限公司,1.367623138,2.19070108,5,5,12408442000,0,12,0,11,101.820412,79.97977731,0.140034352,0.209086966,67.69949106,0,922036000,1863129000,0.194148055,-0.02408997,0.06504642,1,-0.065285943,0,0,0,0,922036000,0.42420169,0.002598827,,0,79,0,0,28,0,0,0,17,34,20,0,6,0
北京韵盛发科技有限公司,0.444536477,4.044658733,10,10,-92.24018784,5.295131754,4,0,0,594.0786531,404.8314287,2.528854263,-4.967261582,15.9126355,0,-58040000,-122140000,-4.967261582,-0.893789351,-0.375602653,0.548331451,-0.446681443,0.623135758,0.238680043,3.432815978,0.187652482,-0.468506571,1.084518038,7.720372025,,0,5,13,0,0,0,0,0,0,0,19,0.4453,10,1
北京飞扬天下网络科技股份有限公司,0.39764194,0.986017586,10,10,19.90103752,0.993033903,6,1,6,156.7316776,156.7316776,0.340808558,0.488200026,50.17520544,0,12897000,55295000,0.488200026,0.166102365,0.057133364,0.628879845,0.104248168,25713000,0.400164959,0.533287694,0.1139079,0.231543981,0.244163588,0.564627025,0.5178,1,0,104,0,7,0,2,0,7,2,2,0.9985,10,1
北京首科化微电子有限公司,0.773998442,1.881874632,8,8,661223000,1.52925832,0,0,0,214.4777738,138.7797065,0.02743062,-0.144263068,39.53728216,0,30731000,-57462000,-0.144263068,0.04181494,0.03050408,0.999999998,0.04539134,0,0,0,0,30731000,0.240270789,0.331606655,,0,15,0,0,4,1,0,1,4,0,1,1,0,0
北京香溢四海科技有限公司,0.480523273,2.413622543,12,12,5162.691044,2.970550959,0,0,0,395.5511149,395.5511149,0.801588094,-1.66780597,25.18575421,0,8394000,-31715000,-1.66780597,0.174164448,0.11117439,0.346253864,0.111441571,23401000,0.416373075,82.10848383,0.3099347,0.303251434,422.1788911,5.429617182,,0,0,15,0,0,0,0,0,0,0,1,1,10,0
北京高威科电气技术股份有限公司,1.440035579,5.093172181,7,7,49.11828346,1.650142106,0,0,13,170.3949012,114.2261151,0.180312734,0.097201419,37.73381619,0,271344000,147505000,0.097201419,0.04349142,0.067470948,0.145383456,0.064671344,3.720355662,2.968508482,2.208510257,0.788515487,0.076086496,0.485064965,0.013326097,,0,2,73,0,0,0,0,0,0,16,20,0.258,10,0
北京高德体育文化股份有限公司,2.165334121,182.4105789,11,11,-317.3265397,0.132635714,0,0,7,47.61751168,47.57309532,0.183188407,0.327459621,88.28964046,0,59980000,123858000,0.327459621,0.107793966,0.140007049,0.437540064,0.837964439,1282.90903,-1.087815643,0.868026046,0.503096353,0.180090916,0.662502678,0.125973449,,0,1,15,0,1,0,0,0,1,4,5,0.46,10,1
北京高思博乐教育科技股份有限公司,0.458135859,87000000,12,12,79.09083719,0.063870352,8,15,13,90.51477598,90.51477598,0.112011439,0.246425166,93.99641577,0,11300000,51700000,0.246425166,0.136781608,0.05062724,0.696551716,0.888059701,26000000,-1.306532729,0.780780757,0.116487455,0.13730255,36.66654444,0.97173144,0.3191,1,3,21,0,4,0,2,0,13,1,17,0.2391,30,1
北京高能时代环境技术股份有限公司,0.462107915,8.331152847,5,5,-30.69668699,1.413625809,12,0,60,138.7714826,80.52586918,0.674294414,-0.191120584,41.43144156,0.018445872,1251393000,-2314261000,-0.186043354,0.148683486,0.041679796,0.292162291,0.065656628,0.749790086,1.126394468,0.400007065,0.176132564,0.189748634,-0.19259002,0.906478273,,0,251,6,0,11,0,0,0,10,11,20,0.1089,7,1
北京鸿仪四方辐射技术股份有限公司,2.971985501,33.0483257,8,8,16.30201593,1.432375806,0,0,1,97.91277172,97.91277172,0.630075058,1.456085879,41.11210901,0.313202504,132196000,208727000,0.504954542,0.271769878,0.131480614,0.608401096,0.191468088,140408000,-46.92782317,0.162305438,0.139648174,0.446333672,0.446445651,0.032270749,,0,20,0,0,6,1,0,0,3,0,20,0.6673,10,0
北京鼎实创新科技股份有限公司,1.497385696,10.30219189,12,12,-134.8696736,6.715086829,0,0,0,710.2141989,509.4284913,3.296230166,-0.577588572,12.96177301,0,787000,-6175000,-0.577588572,0.003729276,0.009541591,0.691701476,0.005906115,1.55515692,0.511710958,5.095084692,0.404735631,0.007046163,-0.706595198,-0.042944002,,0,7,13,0,0,0,0,0,0,0,3,0.52,10,0
北京鼎普科技股份有限公司,0,0,6,6,0,1.109021809,0,0,3,182.5790213,180.4240019,0.717830411,-0.005475073,47.41536514,0.227557201,109575000,-4457000,-0.003686304,93039000,0.042971363,-313682000,0.069386315,17.01613082,0.444060651,0.280646896,0.117066425,0.101121916,-0.844907546,0.106014005,,0,34,83,0,3,0,1,0,2,0,3,0.4545,10,1
北京鼎汉技术股份有限公司,0,0,5,5,0,5.94639168,12,0,12,693.772279,604.4015596,2.276479216,0.108561884,15.00622355,0.072728102,2033030000,177310000,0.057929773,1747082000,0.099674438,-4792590000,0.100778101,3.238335279,0.487413044,0.521407278,0.231746364,0.336687015,0.76683322,-0.31961298,,0,95,9,0,1,0,0,0,0,14,10,0.3752,10,0
北京龙盛世纪科技股份有限公司,2.549102739,7.515406955,10,10,300.6162441,0.850597608,0,0,2,183.6653386,177.9065556,0.061571894,0.004889533,54.03659849,0,1700000,2700000,0.004889533,0.000464163,0.001663568,0.02177697,0.002554822,79.46540631,5.469696958,328.1817756,2.472844699,0.000658634,-0.815217303,0.017727318,0.4784,1,0,2,0,0,0,0,0,0,0,7,0.3218,10,0
北京龙翔达信息技术有限公司,0.803169914,1.474995876,6,6,62.40146337,1.540155146,0,0,0,253.4483622,205.3546924,0.604381588,0.21715342,39.36767409,0,407668000,269014000,0.21715342,0.136919019,0.129550225,0.394305503,0.180965684,2.540745623,0.796318575,215.451293,0.481048495,0.192871657,0.108460406,-0.043371213,,0,0,49,0,0,1,0,1,2,0,6,0.682,0,0
北京龙腾佳讯科技股份公司,2.627388507,10.0609752,13,13,2474.97525,-0.042535446,0,0,2,78.56547123,49.95829858,0.082568807,0.040033361,104.4425087,0,7500000,4800000,0.040033361,0.023838384,0.06533101,0.32080808,-1.156862745,4.801749131,-6.408560561,7.995145243,1.434668977,0.030737705,-0.753333283,-0.085258963,,0,0,13,0,0,0,0,0,0,0,7,0.6433,10,0
北大医疗信息技术有限公司,0,0,9,9,0,0.370200715,0,1,3,140.3567789,129.4100813,0.410829351,0.078424966,68.89728013,0.321479619,16827000,197776000,0.064669283,18472000,0.00401557,-1469587000,0.016315557,2.015647264,1.271823259,2.846082343,0.350015834,0.007838762,-1.134201269,0.170278651,,0,50,79,0,2,0,0,0,2,6,2,0.7,10,1
北斗天汇（北京）科技有限公司,0.950030943,21.68923232,,10,213357000,5.560579556,3,0,10,383.7776411,203.4109163,0.801462784,0,15.24255559,0,3930000,0,0,0.018419831,0.010236721,0.999999995,0.012077666,0,0,0,0,3930000,0.769512022,-0.13962166,,0,32,23,0,0,0,0,0,0,1,20,0.4896,10,0
医养康（北京）健康管理有限公司,0.255087677,3.678472936,11,11,4.467491213,0.153703042,0,0,0,96.58240943,65.45633771,0.058088207,-0.173598435,86.67822989,0.009376416,-22429000,-32052000,-0.17334588,-0.493075086,-0.105142509,0.860446692,-0.78925329,0.100401954,-0.914421698,0.16487127,0.027048565,-0.33004208,1.031829373,0.050035687,,0,0,27,0,0,0,0,0,0,0,3,0.7,0,0
华克医疗科技（北京）股份公司,0,0,10,10,0,1.707661148,0,0,1,258.1725091,178.9042323,0.061556631,0.692061098,36.9319775,0,109281000,106648000,0.692061098,92429000,0.26190208,-217789000,0.351231394,1.699084748,0.851497656,10.69294123,0.497412877,0.39008449,1.006886654,0.444412519,,0,14,1,0,0,0,0,0,0,0,5,0.5806,10,0
华夏文广传媒集团股份有限公司,0,0,11,11,0,5.645831961,0,0,0,594.395247,593.8102445,0.091920525,0,15.04702498,0,36593000,0,0,35965000,0.029551522,-194281000,0.034188757,178.0172679,0.210642471,1.483739484,0.156700676,0.15482416,1.043613476,0.000852716,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
华海（北京）科技股份有限公司,1.549102425,8.278780945,10,10,-815.0009056,0.946254069,0,0,1,154.2345277,123.3550489,0.202605863,-0.048859935,49.96744792,0,58300000,-15000000,-0.048859935,0.061077028,0.094889323,0.147239264,0.145738452,5.414570638,3.749549527,4.430801956,1.01611328,0.087986719,-12.00000226,2.820895505,0.636,0,0,14,0,1,0,0,0,0,0,2,0.75,10,0
华清科盛（北京）信息技术有限公司,1.427821586,6.367137975,12,12,59.9842762,0.355589283,4,0,1,77.40889691,77.40889691,0.452889016,0.251559412,96.09590662,0,3601000,6130000,0.251559412,0.133702145,0.142006467,0.383098787,3.637373737,16521000,-3.001090463,2.543648569,0.651510346,0.154304317,-1.792769355,0.314498973,,0,22,3,0,0,0,0,0,0,1,9,0.4336,7,0
华贸广通供应链管理（北京）股份有限公司,0,0,8,8,0,1.342817173,0,0,4,252.0465808,242.1339723,0.75341184,-0.526414526,43.82136246,0.069819738,-598310000,-100173000,-0.473355918,-634580000,-1.238937137,-455595000,-2.339042901,24.06663712,1.56901366,137.775072,0.940046217,-1.004423551,0.064766904,0.567078887,,0,0,8,0,0,0,0,0,0,0,2,0.2106,0,0
华通远航（北京）科技发展有限公司,0,0,12,12,0,0.713830527,0,0,1,169.746425,118.78284,0.098786165,0.010625208,58.3491037,0,1862000,1278000,0.01041446,1862000,0.008853597,0,0.021256678,0,0,0,0,1862000,-0.124507399,-0.278448136,,0,14,5,0,0,0,0,0,0,0,2,0.95,0,0
卓越运维（北京）科技有限公司,0,0,13,13,0,0.355314814,0,0,3,119.360049,102.6734245,0.197972648,-0.211311921,83.56955014,0,-185861000,-7588000,-0.211311921,-185861000,-4.325467197,-168233000,-26.32592068,27.94275235,24.08414498,1550.291201,3.896599784,-0.999999995,0.696338286,0.29233961,,0,0,0,0,0,0,0,0,0,0,4,0.4262,0,0
博彦科技股份有限公司,1.406076046,4.145948946,5,5,203.842331,3.276333636,12,0,19,253.5477566,253.5430081,1.624730444,0,27.45730469,0,1.29E+14,0,0,0.828490678,0.810987408,1,1.117944963,0,0,0,0,4.304013718,0.184704026,0.059384917,,0,10,195,0,5,0,1,0,0,8,20,0.1569,10,1
